sent1	sent2	sick	glove_orig	glove_v1	glove_v2	sbert_orig	sbert_v1	sbert_v2	sbert
A woman is putting away carrots	A woman is coating a pork chop	0.175	0.375	0.525	0.375	0.375	0.483	0.375	0.23479399
A man is sitting on the floor and is playing a guitar	The man is pacing around a room	0.175	0.387	0.387	0.387	0.347	0.347	0.347	0.0651708
A kitten is drinking fresh milk	A drunk man is milking a cat	0.175	0.32	0.341	0.32	0.342	0.365	0.342	0.59811753
A seated woman is singing a song and playing the guitar	A woman on a rock is standing and looking around	0.175	0.639	0.639	0.639	0.571	0.571	0.571	0.20056345
The guitar is being played by the man, who has the guitar case open for donations	A woman is dancing	0.175	0.229	0.229	0.229	0.125	0.125	0.125	-0.12763794
A boy next to some buckets of rags is holding something	A boy is walking across a bridge	0.175	0.326	0.326	0.326	0.324	0.324	0.324	0.17131396
A person is rinsing a steak with water	A man is buttering a slice of bread	0.175	0.367	0.367	0.367	0.282	0.282	0.282	0.23634544
An Asian woman is holding a fur scarf	A woman dressed in elegant clothing is inside a crowd of people and is looking up	0.175	0.303	0.418	0.303	0.303	0.363	0.33	0.2508612
The little dog is grabbing the bedroom slipper with its mouth	A brown dog is staring attentively at a brown and white dog	0.175	0.295	0.405	0.359	0.387	0.365	0.387	0.18574652
The dog is running into a brown light	A great dog is climbing a steep hill	0.175	0.444	0.563	0.444	0.444	0.535	0.444	0.35099933
The lady is cracking an egg for the mixer	The lady is eating slices of meat	0.175	0.456	0.456	0.456	0.4	0.4	0.4	0.09832601
A tiger is not walking around	Some people are walking	0.175	0.536	0.691	0.536	0.602	0.588	0.602	0.046186764
A boy in a blue shirt has dirt on his face	There is no blond child holding a yellow bottle	0.175	0.41	0.434	0.336	0.395	0.397	0.395	0.031953923
There is no man spitting	A man is talking	0.175	0.4	0.4	0.4	0.4	0.4	0.4	0.17713745
A man is diving off a cliff	A man is riding a motorcycle	0.175	0.5	0.5	0.5	0.5	0.5	0.5	0.12670295
A woman is slicing meat with a knife	A man is lumping dough	0.175	0.405	0.405	0.405	0.286	0.286	0.286	-0.11837063
A man is talking on the radio	A man is spitting	0.175	0.4	0.4	0.4	0.4	0.4	0.4	0.16628711
A man is dancing	A man is praying fervently	0.175	0.4	0.4	0.4	0.4	0.4	0.4	0.07119436
Three small cats is sniffing at something	Three dogs are resting on a sidewalk	0.175	0.542	0.639	0.61	0.444	0.444	0.444	0.27306807
A person is not making a bed	A person is eating at a table	0.175	0.502	0.502	0.502	0.429	0.429	0.429	0.054523475
A group of mothers in uniforms is standing near the children and one is kissing the gate	A crowd of people is near the water	0.175	0.257	0.257	0.257	0.258	0.258	0.258	0.21636806
A family is buying something at the vending machine	Two kids and a man are playing games at an arcade	0.175	0.339	0.348	0.339	0.357	0.357	0.357	0.2737683
A couple of policewomen are singing	Two women are dancing	0.175	0.379	0.379	0.379	0.42	0.42	0.42	0.21210657
A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain	A woman is playing the trumpet	0.175	0.232	0.307	0.232	0.214	0.273	0.214	0.13565327
A man is playing flute	A man is playing soccer	0.175	0.583	0.583	0.583	0.583	0.583	0.583	0.03931637
A man is driving a car	There is no man riding a horse	0.175	0.452	0.452	0.452	0.429	0.429	0.429	0.18148425
A woman is picking a can	A woman is slicing a tomato	0.175	0.5	0.5	0.5	0.5	0.5	0.5	0.19754922
Eggs are being cracked into a bowl by a woman	A woman is placing skewers onto a rack	0.175	0.5	0.5	0.5	0.5	0.5	0.5	0.1511268
A woman in blue has a yellow ball in the mitt	The man in blue is chasing the base runner with a number on the jersey	0.175	0.591	0.583	0.591	0.5	0.502	0.5	0.2516088
A girl is messing up her hair	A girl is filing her nails	0.175	0.429	0.429	0.429	0.429	0.429	0.429	0.22848132
The man is dropping sliced cucumbers into water	There is no man cooking a snake	0.175	0.444	0.444	0.453	0.444	0.444	0.444	0.02932882
The man is playing a game on the grass	There is no rhino grazing on the grass	0.175	0.576	0.576	0.576	0.531	0.531	0.531	0.14269008
A guy is cheerfully playing with a footbag	The man is austerely playing a piano	0.175	0.521	0.521	0.521	0.629	0.629	0.629	0.325917
The rhino is grazing on the grass	There is no man playing a game on the grass	0.175	0.375	0.375	0.375	0.375	0.375	0.375	0.109362476
The man is dancing	Three women are standing still	0.175	0.305	0.305	0.305	0.167	0.167	0.167	-0.084482715
A man is roasting a snake	The man is dropping sliced cucumbers into water	0.175	0.375	0.375	0.375	0.375	0.375	0.375	0.13197175
A man is phoning	A man is singing to a woman	0.175	0.4	0.4	0.4	0.4	0.4	0.4	0.07352698
A man is walking in a city street	A woman is wearing a long black jacket and a brown hat and is walking past a park with a lot of blooming trees	0.15875	0.236	0.255	0.236	0.195	0.18	0.173	0.20882526
A woman is looking curiously at a man	A man and a woman are outside and are wearing light colored shirts	0.15000000000000002	0.276	0.276	0.276	0.302	0.302	0.302	0.3486523
The boy is playing in the mud	A little boy is topless and is serious	0.15000000000000002	0.265	0.377	0.265	0.235	0.366	0.235	0.24200276
A man is praying	There is no man dancing	0.15000000000000002	0.4	0.4	0.4	0.4	0.4	0.4	0.07591258
A man is rowing a boat	A man is shooting with a gun	0.15000000000000002	0.5	0.5	0.5	0.5	0.5	0.5	0.14770688
A man is skateboarding on a half pipe	The kids are playing outdoors near a man with a smile	0.15000000000000002	0.381	0.295	0.381	0.273	0.286	0.273	0.046233572
The boy is riding a tricycle	A woman is riding a scooter towards the water	0.15000000000000002	0.682	0.682	0.682	0.571	0.571	0.571	0.24460422
Two white dogs are running together	Two black puppies are playing near a pool	0.15000000000000002	0.468	0.468	0.468	0.433	0.433	0.433	0.24729724
There are no children playing and waiting	Three Asian kids are dancing and a man is looking	0.15000000000000002	0.46	0.739	0.46	0.485	0.622	0.485	0.22729279
Boys are not dancing in front of some people	Two men are doing a funny skit with a boxer in front of a crowd of people	0.15000000000000002	0.449	0.447	0.398	0.473	0.488	0.473	0.10662797
A man is shooting with a bow	A man is rowing a boat	0.15000000000000002	0.5	0.5	0.5	0.5	0.5	0.5	0.26003748
Two girls are jumping inside a playing house	A child in light colored clothing is standing with his arms extended outward	0.15000000000000002	0.279	0.276	0.279	0.276	0.247	0.276	0.24788524
A panda is climbing	A man is climbing a rope	0.15000000000000002	0.6	0.6	0.6	0.6	0.6	0.6	0.31220493
A man is jumping into an empty pool	A biker is jumping in the air, alone	0.15000000000000002	0.619	0.619	0.619	0.556	0.556	0.556	0.39512464
A lone biker is jumping in the air	A man is jumping into an empty swimming pool	0.15000000000000002	0.5	0.63	0.5	0.573	0.535	0.573	0.3901517
A woman is turning her back from the view of a city	A blonde lady is looking at a tower	0.15000000000000002	0.393	0.386	0.393	0.434	0.347	0.434	0.28302926
A woman is grating carrots	There is no woman coating a pork chop	0.15000000000000002	0.375	0.375	0.375	0.375	0.375	0.375	0.21706778
There is no Asian woman holding a fur scarf	A woman dressed in elegant clothing is inside a crowd of people and is looking down	0.15000000000000002	0.301	0.402	0.264	0.294	0.377	0.336	0.11243234
A man is shaking a drink	A man is mowing a lawn	0.15000000000000002	0.5	0.5	0.5	0.5	0.5	0.5	0.09498137
A man is carefully climbing a rope	A panda is climbing	0.15000000000000002	0.5	0.5	0.5	0.5	0.5	0.5	0.2452102
A blond boy is sliding down a sand dune on a skateboard	A woman is swiftly snowboarding down an incline and another woman is standing behind her	0.15000000000000002	0.4	0.393	0.4	0.4	0.34	0.4	-0.046393458
One panda is climbing	A man is climbing a rope	0.15000000000000002	0.5	0.5	0.5	0.5	0.5	0.5	0.35435843
A blonde girl is hanging by gymnastic ropes	Boys are dangling from straps and kicking at each other	0.15000000000000002	0.291	0.363	0.291	0.286	0.325	0.286	0.1852552
Four athletes are with a person in a crowded stadium	A person in a pink jacket is running onto the field	0.15000000000000002	0.417	0.417	0.417	0.44	0.406	0.44	0.06350091
A person in pink is running onto the field	Four athletes are with a man in a crowded stadium	0.15000000000000002	0.391	0.391	0.391	0.412	0.412	0.412	-0.03364107
A woman is talking to a man	A woman is cracking eggs	0.15000000000000002	0.5	0.5	0.5	0.5	0.5	0.5	-0.04536135
A person is not frying	A person is peeling a potato	0.15000000000000002	0.5	0.5	0.5	0.5	0.5	0.5	0.04172528
A race car driver is standing up and is fiercely pointing his hand at the sky	The person in the blue jacket is wearing a colorful helmet	0.15000000000000002	0.235	0.263	0.294	0.299	0.311	0.294	0.11940162
A woman is opening a soda and drinking it	A woman is riding on an elephant	0.15000000000000002	0.333	0.333	0.222	0.333	0.333	0.333	-0.011178842
A man in a white hat is playing guitar on stage	Four people are silently standing outdoors	0.15000000000000002	0.313	0.25	0.313	0.295	0.295	0.295	-0.09654047
Two girls are wearing brown shirts and are tugging at a rope on a wooden platform	Two twin preteen boys are dueling with sticks	0.15000000000000002	0.307	0.44	0.307	0.312	0.35	0.312	0.21273284
A girl is wearing a t-shirt and has her mouth open.	A brown and white dog is holding a baseball in its mouth	0.15000000000000002	0.472	0.472	0.39	0.409	0.409	0.409	-0.086041965
A white woman is standing on a woman dressed in blue on a stage	Two teenage girls are wearing fancy dresses at an event	0.15000000000000002	0.434	0.519	0.434	0.306	0.342	0.315	0.5201919
A woman is rocking over a blanket lying on someone reading a book	A seated woman is singing a song and playing the guitar	0.15000000000000002	0.473	0.473	0.473	0.424	0.431	0.431	0.30828705
A white car is being driven by the man	The interviewer is granting a break to the man	0.15000000000000002	0.431	0.431	0.431	0.4	0.4	0.4	0.14279228
A boy is wearing an orange shirt and a striped tie	A girl in an orange shirt and clown makeup is standing in a park and others are looking on	0.15000000000000002	0.496	0.542	0.496	0.479	0.465	0.479	0.072157666
A man is riding a motorcycle	There is no man diving off a cliff	0.15000000000000002	0.375	0.375	0.375	0.375	0.375	0.375	0.056601413
A woman is walking in a city street	A man is wearing a long black jacket and a brown hat and is walking past a park with a lot of blooming trees	0.15000000000000002	0.236	0.255	0.236	0.173	0.18	0.16	0.18032217
A man with tattoos is lounging on a couch and holding a pencil	There is no man sitting on a chair and rubbing his eyes	0.15000000000000002	0.528	0.528	0.528	0.487	0.487	0.487	0.3869303
Two toddlers are sleeping in a wagon, which is really small	Two young kids are eating corndogs	0.15000000000000002	0.492	0.512	0.492	0.501	0.541	0.501	0.34702784
Some ingredients are being mixed in a bowl by a person	A woman is bowling two eggs to a break dancer 	0.15000000000000002	0.472	0.489	0.472	0.4	0.316	0.4	0.16852248
A dog is catching a black frisbee	A large wet yellow cat is retrieving a toy	0.15000000000000002	0.377	0.241	0.377	0.333	0.19	0.333	0.055339366
A child is falling asleep	A boy under an umbrella is being held by his father who is wearing a blue coat	0.15000000000000002	0.197	0.204	0.197	0.198	0.206	0.198	0.24334076
A boy under an umbrella is being held by his father who is wearing a blue coat	A child is amazedly experiencing a new world	0.15000000000000002	0.242	0.317	0.242	0.308	0.318	0.308	0.14316952
A man is playing a flute	A man is riding a motorbike	0.15000000000000002	0.429	0.429	0.429	0.464	0.464	0.464	0.40708944
The woman is slicing an onion	A man is putting away a carrot	0.15000000000000002	0.504	0.504	0.504	0.286	0.286	0.286	0.01959316
A man is preparing some dish	The woman is not slicing an onion with a knife	0.15000000000000002	0.437	0.446	0.437	0.345	0.318	0.345	0.238495
A man is naked and standing still	A man with a hard hat is dancing	0.15000000000000002	0.381	0.4	0.381	0.421	0.466	0.381	0.15577617
Two kids are sitting on colorful balls	The children are wearing black tights and hopping	0.15000000000000002	0.281	0.371	0.281	0.328	0.344	0.328	0.38464743
The man is driving a car	The man has a window of time to clean himself	0.15000000000000002	0.413	0.413	0.413	0.353	0.353	0.353	-0.01447084
The kitten is eagerly drinking some milk from the bowl	One small child is greedily drinking water from the cup	0.15000000000000002	0.633	0.604	0.633	0.588	0.638	0.588	0.547344
There is no man walking outside	A man is dancing	0.15000000000000002	0.333	0.333	0.333	0.333	0.333	0.333	0.20736909
A crowd of people is near the water	A group of children wearing the same clothes is waiting at a gate and one is kissing the mother	0.15000000000000002	0.203	0.167	0.203	0.231	0.19	0.231	0.21741101
The man is putting away the camera and walks away from the beach	A man with a white moustache is standing on a balcony and is looking at the road below	0.15000000000000002	0.606	0.606	0.606	0.59	0.59	0.59	0.2714461
A kid swimming in the ocean is tossing a coin into the pool, near the man	A father is launching the daughter in a swimming pool	0.15000000000000002	0.442	0.503	0.378	0.43	0.535	0.43	0.4959276
The horse is being ridden by a man	A man is parking a motorbike	0.15000000000000002	0.466	0.466	0.466	0.429	0.429	0.429	0.35781765
A family is purchasing something at the vending machine	Two boys and a man are playing games at an arcade	0.15000000000000002	0.347	0.347	0.339	0.357	0.357	0.357	0.23518565
A dog is jumping in the shade of some trees	A cat is jumping high into the air in the country	0.15000000000000002	0.588	0.605	0.588	0.5	0.477	0.5	0.18509218
There is no young boy playing a wind instrument	The man is playing the guitar	0.15000000000000002	0.434	0.662	0.588	0.35	0.543	0.35	0.24278538
Two girls are playing guitar	Two men are talking	0.13374999999999998	0.533	0.533	0.533	0.429	0.429	0.429	0.070865095
Dough is being spread by a man	A woman is slicing meat with a knife	0.125	0.405	0.405	0.405	0.286	0.286	0.286	-0.09204393
A cat is playing with a device	The boy is playing in the mud	0.125	0.771	0.771	0.771	0.667	0.667	0.667	0.013581044
A woman is brushing her hand	A woman is chopping an onion	0.125	0.462	0.462	0.462	0.462	0.462	0.462	-0.066404894
A man is removing a carrot from a machine	A rope is being climbed by a man	0.125	0.429	0.429	0.429	0.429	0.429	0.429	0.14998868
A man in gold and purple is holding a rainbow afghan	A young woman is carrying a lot of colorful scarves on the beach	0.125	0.317	0.285	0.317	0.294	0.242	0.321	0.054940835
A woman is riding a horse	A woman is frying something	0.125	0.5	0.5	0.5	0.5	0.5	0.5	0.16687268
An old woman is carrying a lot of colorful scarves on the beach	A girl in gold and purple is holding a rainbow afghan	0.125	0.365	0.364	0.347	0.375	0.323	0.421	0.28907654
Some people are walking	A group of scouts are camping in the grass	0.125	0.233	0.361	0.233	0.219	0.324	0.219	-0.1061376
A man is cooking a snake	The man is dropping sliced cucumbers into water	0.125	0.375	0.375	0.375	0.375	0.375	0.375	0.09475373
A lone biker is jumping in the air	A man is jumping into an empty pool	0.125	0.556	0.709	0.616	0.556	0.602	0.556	0.3728393
A woman is firing a rifle	A woman is cutting fruit	0.125	0.5	0.5	0.5	0.5	0.5	0.5	0.15047245
Two small children are idling in the street	A father is pushing his daughter on a go-kart and another girl is watching	0.125	0.229	0.285	0.228	0.229	0.278	0.218	0.1982418
A man is singing into a microphone	A man is sitting in the rain	0.125	0.5	0.5	0.5	0.5	0.5	0.5	0.23015176
The man is playing a piano	There is a guy cheerfully playing with a footbag	0.125	0.453	0.453	0.453	0.493	0.493	0.493	0.23075774
The boy in the blue coverall is painting	The lady is holding the paintbrush next to the artist's easel 	0.125	0.321	0.249	0.321	0.298	0.269	0.312	0.54127264
A man is riding a horse	There is no man driving a car	0.125	0.438	0.438	0.438	0.429	0.429	0.429	0.21590841
A little girl is playing the violin on a beach	The girl is standing on the couch and crocheting	0.125	0.363	0.403	0.363	0.334	0.376	0.334	-0.034891415
The woman is poking a potato	A woman is putting a child in a waste bin	0.125	0.375	0.48	0.375	0.375	0.477	0.375	0.22137964
A girl is cutting butter into two pieces	Some sliced tofu is being eaten by a woman	0.125	0.397	0.397	0.397	0.348	0.348	0.348	0.24675928
A person in a pink jacket is running onto the field	Four athletes are with a man in a crowded stadium	0.125	0.396	0.358	0.396	0.402	0.402	0.402	0.028505877
A man is in a parking lot and is playing tennis against a large wall	There is no man pointing at a car	0.125	0.272	0.318	0.272	0.314	0.326	0.314	0.16826448
A man is playing flute	A man is playing a game with a ball	0.125	0.5	0.5	0.5	0.5	0.5	0.5	0.25652564
Two girls are playing inside a jumper house	A child in light colored clothing is standing with his arms extended outward	0.125	0.279	0.33	0.227	0.276	0.305	0.247	0.20030178
A man is idling	The man is playing the piano with his nose	0.125	0.308	0.308	0.308	0.308	0.308	0.308	0.16299498
The men are not playing soccer	A man is riding a motorcycle	0.125	0.429	0.429	0.429	0.464	0.464	0.464	0.021309434
A motorbike rider is running over a man 	The horse is being ridden by a man	0.125	0.466	0.466	0.466	0.429	0.429	0.429	0.43176493
The men are playing with a ball	A man is riding a motorcycle	0.125	0.5	0.5	0.5	0.542	0.542	0.542	0.18168515
A woman is not boiling shrimps	A woman is combing her hair	0.125	0.4	0.4	0.4	0.4	0.4	0.4	0.1550457
A boy under an umbrella is being held by his father who is wearing a blue coat	A child is experiencing a new world	0.125	0.252	0.214	0.252	0.245	0.253	0.245	0.20963128
A talk about an adult and a boy is given in the amphitheater	The man and the boy are standing at the bottom of the stairs, which are outdoors	0.125	0.489	0.489	0.489	0.462	0.462	0.462	0.18349354
A woman is cutting a tomato	A woman is dancing near a fire	0.125	0.286	0.286	0.286	0.286	0.286	0.286	-0.02061793
A man is dancing	A woman is thinking of a man	0.125	0.4	0.4	0.4	0.4	0.4	0.4	0.11267656
The elephant is being ridden over a woman	A man is recklessly riding a horse	0.125	0.546	0.546	0.546	0.375	0.375	0.375	0.22044423
The kid, who is doing magic, is tricking an old man	A man is dangerously throwing knives at a tree	0.125	0.273	0.367	0.273	0.273	0.307	0.273	0.31255668
A guy is cheerfully playing with a footbag	The man isn't playing the piano	0.125	0.521	0.521	0.521	0.557	0.557	0.557	0.095461324
A person is sitting	A man is dancing	0.125	0.438	0.438	0.438	0.385	0.385	0.385	-0.07683902
A child, who has blond hair, is holding a yellow bottle	A boy in a blue shirt has dirt on his face	0.125	0.519	0.568	0.507	0.467	0.471	0.467	0.15718147
A man in a white hat is getting off stage	Four people are performing music outdoors	0.125	0.341	0.341	0.341	0.273	0.322	0.322	0.062167794
A man is opening a small package that contains headphones	A man is singing and playing the guitar	0.125	0.348	0.348	0.329	0.376	0.376	0.376	0.18748015
The man is doing a magic trick	Some dangerous men with knives are throwing a bike against a tree	0.125	0.32	0.32	0.32	0.354	0.354	0.354	0.37483275
A brown and black dog is pointing the nose upwards	A black and brown cat is eyeing a fly	0.125	0.625	0.625	0.625	0.571	0.571	0.571	0.018119512
A man is playing a flute	A man is riding a scooter	0.125	0.5	0.5	0.5	0.542	0.542	0.542	0.402048
A woman is sitting near a flower bed and is overlooking a tunnel	Two people are sitting on a bench	0.125	0.328	0.37	0.328	0.329	0.343	0.329	0.2037254
A large crowd in warm clothing is walking away from a camera	Two men, a woman, and two young boys are standing in front of a large gathering of people outside a building	0.125	0.281	0.377	0.325	0.302	0.267	0.254	0.16632426
A man is singing and playing the guitar	A man is opening a package that contains headphones	0.125	0.286	0.381	0.381	0.412	0.412	0.412	0.22047462
An old man is talking to a leaf	A cat is jumping into a box	0.125	0.361	0.45	0.418	0.286	0.308	0.286	-0.23626864
The snowboarder is jumping off a snow covered hill	The person is not standing on white ice	0.125	0.4	0.4	0.4	0.472	0.472	0.472	0.06740821
A man is mixing	A man is arranging the garden	0.125	0.4	0.4	0.4	0.4	0.4	0.4	0.2375984
A man is not riding a scooter	A man is playing a flute	0.125	0.375	0.375	0.375	0.406	0.406	0.406	0.1486539
A guitar is being played by a man	A man is opening a box with a knife	0.125	0.429	0.429	0.429	0.429	0.429	0.429	0.044940818
A man is playing the guitar	A person is listening to a trumpet playing	0.125	0.491	0.491	0.491	0.363	0.363	0.363	0.18312773
A man is sharpening a weapon	A man is carrying a woman	0.125	0.5	0.5	0.5	0.5	0.5	0.5	0.018659364
A man is playing a violin	A man is harping on about a play	0.125	0.5	0.5	0.5	0.5	0.5	0.5	0.19436838
A white car is being driven by the man	An interview is being granted by the man	0.1125	0.429	0.429	0.488	0.429	0.429	0.429	0.2892995
Guitar is being played by two men	Two men are talking	0.1125	0.571	0.571	0.571	0.571	0.571	0.571	0.37717748
A girl is melting two pieces of butter together	Tofu is being sliced by a woman	0.10875	0.403	0.403	0.403	0.41	0.41	0.41	0.18198748
A woman is boiling shrimps	A woman is combing her hair	0.09999999999999998	0.462	0.462	0.462	0.462	0.462	0.462	0.19229198
The horse is being ridden by the girl	The girl is spraying the plants with water	0.09999999999999998	0.429	0.429	0.429	0.429	0.429	0.429	0.030215377
A boy is standing next to the opening of a fountain	The man is standing on a rocky mountain and gray clouds are in the background	0.09999999999999998	0.395	0.411	0.395	0.373	0.387	0.373	0.10646278
A person is slicing a potato	A person is playing a piano	0.09999999999999998	0.5	0.5	0.5	0.5	0.5	0.5	0.099147014
Two small children are playing with a toy car in the street	A dog is running through a field and is chasing a toy	0.09999999999999998	0.394	0.499	0.394	0.444	0.418	0.444	0.2067229
One small child is drinking water from the cup	The kitten is eagerly drinking some milk from the bowl	0.09999999999999998	0.602	0.571	0.602	0.579	0.608	0.579	0.4904523
The kitten is eagerly drinking some milk from the bowl	One small child is filling the cup with water	0.09999999999999998	0.435	0.404	0.435	0.412	0.442	0.412	0.45362413
Butter is being chopped into a container by a man	A woman is cutting shrimps	0.09999999999999998	0.405	0.405	0.405	0.286	0.286	0.286	-0.032578282
People are sitting against a wall	A woman is wearing a blue shirt with a white vest and a white cap and is talking and marching	0.09999999999999998	0.202	0.236	0.236	0.178	0.204	0.231	-0.03258813
The man is not playing the guitar	The man is playing with a skull	0.09999999999999998	0.5	0.5	0.5	0.5	0.5	0.5	0.21858318
A man is not cutting an onion	A man is opening a door	0.09999999999999998	0.445	0.445	0.445	0.429	0.429	0.429	0.18340227
A lady is wearing a black dress and is carrying a white cross	A man in a black dress is pulling a cart and is standing in front of two men who are seated on a park bench	0.09999999999999998	0.516	0.516	0.516	0.478	0.478	0.465	0.20505117
One climber is holding a rock and another man is roping a wall	The black and white dog is running outdoors	0.09999999999999998	0.133	0.211	0.133	0.133	0.207	0.133	-0.027535215
A person is wearing a hat and is sitting on the grass	A man is running in a field	0.09999999999999998	0.29	0.29	0.29	0.267	0.267	0.267	0.08497715
A man is playing a harp	A man is being pushed toward the buttons of a microwave	0.09999999999999998	0.429	0.429	0.429	0.429	0.429	0.429	0.16755134
A man is doing a card trick	A man is playing with water	0.09999999999999998	0.4	0.4	0.437	0.44	0.44	0.44	0.22615457
The woman is walking the dog	A woman is rocking over a blanket lying on someone reading a book	0.09999999999999998	0.273	0.273	0.273	0.273	0.273	0.273	-0.033974715
The windows are being cleaned by a man	The man is driving a car	0.09999999999999998	0.585	0.585	0.585	0.5	0.5	0.5	0.019527197
The man is doing a wheelie with a motorcycle on ground which is mostly barren	There is no child holding a squirt gun	0.09999999999999998	0.389	0.389	0.389	0.333	0.34	0.333	0.1020502
A woman is cutting a tomato	A woman is dancing near a fireplace	0.09999999999999998	0.286	0.286	0.286	0.286	0.286	0.286	-0.019112544
A horse is running	Dogs are racing on a track	0.09999999999999998	0.342	0.342	0.342	0.2	0.2	0.2	0.3144588
A woman is picking a can	There is no woman slicing a tomato	0.09999999999999998	0.429	0.429	0.429	0.504	0.504	0.504	0.19035333
Video games of two playing boys are on a couch	Someone is pouring ingredients into a pot	0.09999999999999998	0.234	0.234	0.234	0.182	0.182	0.182	-0.07326295
A man is picking a can	A woman is slicing a tomato	0.09999999999999998	0.472	0.472	0.472	0.333	0.333	0.333	0.04182549
A man is pointing at a silver sedan	A lone man is in a parking lot and is playing tennis against a large wall	0.09999999999999998	0.225	0.356	0.276	0.228	0.265	0.228	0.19814864
A man is singing and walking down the road	A man is fishing in the river	0.09999999999999998	0.272	0.272	0.272	0.211	0.211	0.211	0.15472555
A woman is cutting shrimps	A man is chopping butter into a small container	0.09999999999999998	0.354	0.378	0.354	0.25	0.342	0.25	-0.088437445
The girl is sitting on the couch and is crocheting	There is no girl playing the violin on a beach	0.09999999999999998	0.34	0.34	0.34	0.376	0.376	0.376	-0.04752551
Different things from a war are being shown to some people by a veteran	Three friends are making faces for the camera	0.09999999999999998	0.428	0.481	0.428	0.463	0.474	0.463	0.16242489
A man is not playing with water	A man is doing a card trick	0.09999999999999998	0.353	0.353	0.353	0.434	0.434	0.434	0.054961022
A man is riding a motorcycle	A man is diving off a rock	0.09999999999999998	0.429	0.429	0.429	0.429	0.429	0.429	0.16080824
A man is playing keyboards	A man is falling off a mechanical bull	0.09999999999999998	0.375	0.4	0.375	0.375	0.4	0.375	0.116648726
A person is making a bed	A person is eating at a table	0.09999999999999998	0.586	0.586	0.586	0.5	0.5	0.5	-0.11453943
The girl is riding the horse	The girl is watering the plants	0.09999999999999998	0.5	0.5	0.5	0.5	0.5	0.5	0.10146282
One small child is drinking water from the cup	The kitten isn't eagerly drinking some milk from the bowl	0.09999999999999998	0.556	0.527	0.556	0.568	0.615	0.568	0.42471528
A man is carelessly holding a frog	A man is emptying a container made of plastic completely	0.09999999999999998	0.364	0.355	0.364	0.364	0.298	0.364	0.26124576
The boy is riding a tricycle	A woman is riding a scooter for water	0.09999999999999998	0.682	0.682	0.682	0.571	0.571	0.571	0.15490232
The man's jumper is in the empty pool	A lone biker is jumping in the air	0.09999999999999998	0.275	0.32	0.356	0.35	0.305	0.35	0.34260628
A person is riding a motorcycle	A person is chopping an onion	0.09999999999999998	0.5	0.5	0.5	0.5	0.5	0.5	0.08213194
A child in light colored clothing is lying with his arms crossed	Two girls are playing inside a jumper house	0.09999999999999998	0.296	0.317	0.279	0.265	0.297	0.265	-0.120345734
A woman is cracking eggs into a bowl	There is no woman placing skewers onto a rack	0.09999999999999998	0.444	0.444	0.444	0.444	0.444	0.444	0.050693095
A woman is cutting a lemon	A woman is firing a rifle	0.09999999999999998	0.5	0.5	0.5	0.5	0.5	0.5	0.040122904
A man is recklessly riding a horse	The elephant isn't being ridden by the woman	0.09999999999999998	0.796	0.796	0.796	0.625	0.625	0.625	0.19242609
The boy is speedily riding a tricycle	A woman is riding a water scooter	0.09999999999999998	0.682	0.823	0.682	0.571	0.615	0.571	0.14437635
A man is cleaning a dish	The woman is slicing an onion with a knife	0.09999999999999998	0.49	0.49	0.49	0.357	0.357	0.357	0.12256601
A man, a woman and two girls are walking on the beach	A group of people is on a mountain	0.09999999999999998	0.305	0.305	0.466	0.235	0.26	0.26	0.032667823
A woman is riding a water scooter	The boy is riding a tricycle	0.09999999999999998	0.682	0.734	0.737	0.571	0.745	0.571	0.25685444
A woman is frying something	A horse is being ridden by a woman	0.09999999999999998	0.5	0.5	0.5	0.5	0.5	0.5	0.18329985
A man is cooking a snake	The man is dropping sliced cucumbers into cold water	0.09999999999999998	0.333	0.333	0.333	0.333	0.333	0.333	0.059605464
A man and a woman are speaking	A woman is cracking eggs	0.09999999999999998	0.429	0.429	0.429	0.429	0.429	0.429	0.06560061
A cat is playing with a device	The boy isn't playing in the mud	0.09999999999999998	0.661	0.661	0.661	0.645	0.645	0.645	0.067393705
A woman is carefully deboning a fish	A man is catching a fish	0.09999999999999998	0.511	0.511	0.511	0.4	0.4	0.4	0.390777
Boys are dancing in front of some people	A funny crowd of people is doing a skit of two boxing men	0.09999999999999998	0.366	0.334	0.366	0.347	0.347	0.349	0.33787048
A woman is dipping a shrimp in batter	The car is being driven by a man	0.09999999999999998	0.405	0.405	0.405	0.286	0.286	0.286	-0.099543124
The boy is not riding a tricycle	A woman is riding a water scooter	0.09999999999999998	0.597	0.737	0.597	0.5	0.646	0.5	0.05340111
Two men are hugging	The man is doing exercises	0.09999999999999998	0.333	0.333	0.333	0.333	0.333	0.333	0.03694337
A child is playing with a water spout outdoors and the rest of his family is watching	A man is standing beside a birdcage which is large and colorful	0.09999999999999998	0.314	0.311	0.314	0.296	0.306	0.296	0.0017095488
A tiger cub is playing with a ball	A baby is playing with a doll	0.09999999999999998	0.571	0.756	0.689	0.571	0.715	0.571	0.25093633
Broccoli are being cut by a woman	A man is cutting tomatoes	0.09125	0.417	0.417	0.417	0.38	0.38	0.38	0.21249846
There is no panda climbing	A man is climbing a rope	0.07500000000000001	0.769	0.769	0.769	0.667	0.667	0.667	0.23097298
A man is riding an animal	A man is driving a car	0.07500000000000001	0.5	0.5	0.5	0.5	0.5	0.5	0.26470566
